"emp_no","first_name","last_name","title","from_date","to_date","order"
487986,"Jackson","Geffroy","Staff","1995-03-31","2002-03-31",NULL
488018,"Adamantios","Zweizig","Senior Staff","1994-04-20","9999-01-01",NULL
488018,"Adamantios","Zweizig","Staff","1988-04-20","1994-04-20",NULL
488039,"Taegyun","Molenaar","Senior Staff","1987-07-18","9999-01-01",NULL
488041,"Vasilis","Maccarone","Staff","1997-09-13","9999-01-01",NULL
488053,"Gen","Maraist","Senior Engineer","1985-08-29","9999-01-01",NULL
488057,"Gennady","Schonegge","Assistant Engineer","1986-07-14","1994-07-14",NULL
488057,"Gennady","Schonegge","Engineer","1994-07-14","2002-07-14",NULL
488057,"Gennady","Schonegge","Senior Engineer","2002-07-14","9999-01-01",NULL
488068,"Abdelghani","Sabnani","Senior Staff","1996-04-09","9999-01-01",NULL
488068,"Abdelghani","Sabnani","Staff","1987-04-10","1996-04-09",NULL
488074,"Giordano","Genther","Senior Engineer","1988-05-25","9999-01-01",NULL
488077,"Isaac","Huxford","Senior Engineer","1988-08-02","9999-01-01",NULL
488104,"Wonhee","Furedi","Engineer","1993-02-15","2000-02-16",NULL
488104,"Wonhee","Furedi","Senior Engineer","2000-02-16","9999-01-01",NULL
488114,"Krister","DuBourdieux","Engineer","1999-10-11","9999-01-01",NULL
488121,"Urs","Schneeberger","Engineer","1997-06-29","2002-06-29",NULL
488121,"Urs","Schneeberger","Senior Engineer","2002-06-29","9999-01-01",NULL
488131,"Dannz","Rosch","Engineer","1987-05-21","1994-05-21",NULL
488131,"Dannz","Rosch","Senior Engineer","1994-05-21","9999-01-01",NULL
488141,"Kristen","Hambrick","Engineer","1992-03-16","1997-03-16",NULL
488141,"Kristen","Hambrick","Senior Engineer","1997-03-16","9999-01-01",NULL
488145,"Phule","Kavanagh","Engineer","1993-12-03","9999-01-01",NULL
488149,"Shawna","Krichel","Engineer","1999-02-17","9999-01-01",NULL
488164,"Kaijung","Bahk","Senior Staff","1993-07-26","9999-01-01",NULL
488164,"Kaijung","Bahk","Staff","1986-07-26","1993-07-26",NULL
488168,"Adil","Kenevan","Engineer","1991-07-07","2000-07-06",NULL
488168,"Adil","Kenevan","Senior Engineer","2000-07-06","9999-01-01",NULL
488180,"Kwangyoen","Arlazarov","Assistant Engineer","1985-02-18","1990-02-18",NULL
488180,"Kwangyoen","Arlazarov","Engineer","1990-02-18","1995-02-18",NULL
488180,"Kwangyoen","Arlazarov","Senior Engineer","1995-02-18","9999-01-01",NULL
488183,"Shaowei","Hiroyama","Engineer","1988-10-20","1994-10-20",NULL
488183,"Shaowei","Hiroyama","Senior Engineer","1994-10-20","9999-01-01",NULL
488185,"Junsik","Hanratty","Engineer","1986-01-15","1995-01-15",NULL
488185,"Junsik","Hanratty","Senior Engineer","1995-01-15","9999-01-01",NULL
488189,"Tianruo","Serra","Engineer","1988-02-17","1997-02-16",NULL
488189,"Tianruo","Serra","Senior Engineer","1997-02-16","9999-01-01",NULL
488191,"Sanjay","Stassinopoulos","Engineer","1987-02-20","1995-02-20",NULL
488191,"Sanjay","Stassinopoulos","Senior Engineer","1995-02-20","9999-01-01",NULL
488192,"Theron","Tiemann","Engineer","1987-07-17","1995-07-17",NULL
488192,"Theron","Tiemann","Senior Engineer","1995-07-17","9999-01-01",NULL
488209,"Shuho","Gulla","Senior Engineer","1993-02-15","9999-01-01",NULL
488220,"Tetsurou","Ouhyoung","Senior Staff","1990-05-21","9999-01-01",NULL
488220,"Tetsurou","Ouhyoung","Staff","1985-05-21","1990-05-21",NULL
488222,"Taisook","Kleiser","Senior Staff","1994-11-03","9999-01-01",NULL
488222,"Taisook","Kleiser","Staff","1986-11-03","1994-11-03",NULL
488246,"Paris","Honglei","Engineer","1989-05-06","1997-05-06",NULL
488246,"Paris","Honglei","Senior Engineer","1997-05-06","9999-01-01",NULL
488249,"Macha","Ciolek","Senior Staff","1995-05-10","9999-01-01",NULL
488249,"Macha","Ciolek","Staff","1986-05-10","1995-05-10",NULL
488255,"Leif","Passafiume","Engineer","1988-12-27","1994-12-27",NULL
488255,"Leif","Passafiume","Senior Engineer","1994-12-27","9999-01-01",NULL
488263,"Cristinel","Lamparter","Technique Leader","1986-08-21","9999-01-01",NULL
488271,"Aimee","Rahier","Technique Leader","1989-01-09","9999-01-01",NULL
488275,"Ulises","Woycyznski","Senior Staff","1989-08-16","9999-01-01",NULL
488279,"Danny","Rohrbach","Senior Staff","1985-05-05","9999-01-01",NULL
488301,"Shuzo","Matzen","Engineer","1986-08-28","1992-08-27",NULL
488301,"Shuzo","Matzen","Senior Engineer","1992-08-27","9999-01-01",NULL
488327,"Takushi","Lemarechal","Engineer","1989-08-28","1996-08-28",NULL
488327,"Takushi","Lemarechal","Senior Engineer","1996-08-28","9999-01-01",NULL
488334,"Junsik","Picci","Senior Engineer","1995-12-09","9999-01-01",NULL
488335,"Atreye","Giaccio","Engineer","1988-08-18","1994-08-18",NULL
488335,"Atreye","Giaccio","Senior Engineer","1994-08-18","9999-01-01",NULL
488336,"Elgin","Fraisse","Staff","1997-06-11","9999-01-01",NULL
488338,"Yaghout","Pietracaprina","Assistant Engineer","1986-06-17","1993-06-17",NULL
488338,"Yaghout","Pietracaprina","Engineer","1993-06-17","2000-06-17",NULL
488338,"Yaghout","Pietracaprina","Senior Engineer","2000-06-17","9999-01-01",NULL
488339,"Muzhong","Yeung","Assistant Engineer","1987-08-08","1992-08-07",NULL
488339,"Muzhong","Yeung","Engineer","1992-08-07","1997-08-07",NULL
488339,"Muzhong","Yeung","Senior Engineer","1997-08-07","9999-01-01",NULL
488360,"Roselyn","Fioravanti","Senior Staff","1988-11-12","9999-01-01",NULL
488364,"Taizo","Murillo","Engineer","1992-03-31","2001-03-31",NULL
488364,"Taizo","Murillo","Senior Engineer","2001-03-31","9999-01-01",NULL
488400,"Claudi","Gulla","Senior Staff","1993-07-12","9999-01-01",NULL
488400,"Claudi","Gulla","Staff","1985-07-12","1993-07-12",NULL
488407,"Leandro","Codenie","Senior Staff","1996-03-26","9999-01-01",NULL
488407,"Leandro","Codenie","Staff","1991-03-27","1996-03-26",NULL
488413,"Arun","Calkin","Senior Staff","1989-10-16","9999-01-01",NULL
488436,"Bernardo","Azuma","Engineer","1985-06-17","1994-06-17",NULL
488436,"Bernardo","Azuma","Senior Engineer","1994-06-17","9999-01-01",NULL
488442,"Houman","Wynblatt","Senior Staff","1992-11-17","9999-01-01",NULL
488442,"Houman","Wynblatt","Staff","1987-11-18","1992-11-17",NULL
488456,"Eran","Vesna","Senior Staff","1995-05-28","9999-01-01",NULL
488456,"Eran","Vesna","Staff","1986-05-28","1995-05-28",NULL
488460,"Shay","Borstler","Engineer","1995-10-03","2001-10-02",NULL
488460,"Shay","Borstler","Senior Engineer","2001-10-02","9999-01-01",NULL
488474,"Chenye","Hainaut","Senior Staff","1998-06-09","9999-01-01",NULL
488474,"Chenye","Hainaut","Staff","1991-06-09","1998-06-09",NULL
488477,"Gregory","Matzel","Senior Staff","1986-06-01","9999-01-01",NULL
488478,"Shugo","Candan","Senior Staff","1994-06-28","9999-01-01",NULL
488478,"Shugo","Candan","Staff","1988-06-28","1994-06-28",NULL
488500,"Berto","Rabehasaina","Senior Engineer","1985-10-23","9999-01-01",NULL
488525,"Leen","Zolotykh","Senior Staff","1995-04-10","9999-01-01",NULL
488525,"Leen","Zolotykh","Staff","1987-04-10","1995-04-10",NULL
488530,"Guther","Vuskovic","Senior Staff","1995-06-02","9999-01-01",NULL
488541,"Raimond","Luck","Senior Staff","1991-07-05","9999-01-01",NULL
488541,"Raimond","Luck","Staff","1986-07-05","1991-07-05",NULL
488545,"Shigeo","Condotta","Engineer","1987-04-03","1992-04-02",NULL
488545,"Shigeo","Condotta","Senior Engineer","1992-04-02","9999-01-01",NULL
488566,"Sangeeta","Murtha","Staff","1999-05-19","9999-01-01",NULL
488579,"Chaoyi","Hagimont","Senior Staff","1991-10-18","9999-01-01",NULL
488579,"Chaoyi","Hagimont","Staff","1986-10-18","1991-10-18",NULL
488580,"Bingning","Kieras","Engineer","1988-02-20","1997-02-19",NULL
488580,"Bingning","Kieras","Senior Engineer","1997-02-19","9999-01-01",NULL
488593,"Venkatesan","Katalagarianos","Engineer","1988-03-10","1994-03-10",NULL
488593,"Venkatesan","Katalagarianos","Senior Engineer","1994-03-10","9999-01-01",NULL
488627,"Sven","Barvinok","Engineer","1986-03-06","1992-03-05",NULL
488627,"Sven","Barvinok","Senior Engineer","1992-03-05","9999-01-01",NULL
488630,"Heejo","Muhling","Staff","1998-05-04","9999-01-01",NULL
488631,"Marsha","Noriega","Senior Staff","1993-11-12","9999-01-01",NULL
488631,"Marsha","Noriega","Staff","1988-11-12","1993-11-12",NULL
488637,"Hisao","Shiratori","Engineer","1993-08-16","9999-01-01",NULL
488651,"Hercules","Werthner","Senior Staff","2000-02-12","9999-01-01",NULL
488651,"Hercules","Werthner","Staff","1993-02-11","2000-02-12",NULL
488661,"Marlo","Verhaegen","Engineer","1986-02-27","1991-02-27",NULL
488661,"Marlo","Verhaegen","Senior Engineer","1991-02-27","9999-01-01",NULL
488667,"Mayumi","Basagni","Assistant Engineer","1998-01-05","9999-01-01",NULL
488674,"Uri","Ressouche","Senior Staff","1997-06-20","9999-01-01",NULL
488674,"Uri","Ressouche","Staff","1988-06-20","1997-06-20",NULL
488677,"Gila","Bruckman","Senior Staff","1992-11-04","9999-01-01",NULL
488677,"Gila","Bruckman","Staff","1987-11-05","1992-11-04",NULL
488682,"Ugo","Badache","Engineer","1987-12-08","1995-12-08",NULL
488682,"Ugo","Badache","Senior Engineer","1995-12-08","9999-01-01",NULL
488691,"Debatosh","Bolsens","Senior Engineer","1997-10-06","9999-01-01",NULL
488705,"Nevio","Chenoweth","Engineer","1988-03-18","1996-03-18",NULL
488705,"Nevio","Chenoweth","Senior Engineer","1996-03-18","9999-01-01",NULL
488721,"Yahiko","Selvestrel","Senior Staff","1998-07-31","9999-01-01",NULL
488721,"Yahiko","Selvestrel","Staff","1991-07-31","1998-07-31",NULL
488726,"Kousuke","Welham","Senior Staff","1994-05-06","9999-01-01",NULL
488726,"Kousuke","Welham","Staff","1987-05-06","1994-05-06",NULL
488741,"Atreyi","Lunt","Staff","1999-07-31","9999-01-01",NULL
488746,"Takahiro","Chandrasekhar","Engineer","1986-08-03","1992-08-02",NULL
488746,"Takahiro","Chandrasekhar","Senior Engineer","1992-08-02","9999-01-01",NULL
488751,"Paris","Uludag","Senior Staff","1994-11-23","9999-01-01",NULL
488751,"Paris","Uludag","Staff","1986-11-23","1994-11-23",NULL
488756,"Adit","Luke","Senior Staff","1999-12-19","9999-01-01",NULL
488756,"Adit","Luke","Staff","1993-12-19","1999-12-19",NULL
488767,"Lubomir","Adachi","Senior Staff","1997-04-09","9999-01-01",NULL
488767,"Lubomir","Adachi","Staff","1988-04-09","1997-04-09",NULL
488776,"Jiann","Schmiedel","Technique Leader","1994-02-09","9999-01-01",NULL
488794,"Bodo","Serdy","Senior Staff","1987-03-11","9999-01-01",NULL
488806,"Huican","Ranon","Senior Engineer","1986-06-14","9999-01-01",NULL
488813,"Elliott","Gelosh","Senior Staff","1993-09-15","9999-01-01",NULL
488813,"Elliott","Gelosh","Staff","1987-09-16","1993-09-15",NULL
488818,"Masasuke","Tchuente","Senior Staff","1993-02-14","9999-01-01",NULL
488818,"Masasuke","Tchuente","Staff","1985-02-14","1993-02-14",NULL
488848,"Changho","Poehlman","Engineer","1997-04-26","9999-01-01",NULL
488857,"Arto","Garrabrants","Senior Staff","1990-10-08","9999-01-01",NULL
488857,"Arto","Garrabrants","Staff","1985-10-08","1990-10-08",NULL
488859,"Odysseas","McFarlin","Engineer","1987-01-21","1994-01-21",NULL
488859,"Odysseas","McFarlin","Senior Engineer","1994-01-21","9999-01-01",NULL
488877,"Magy","Baca","Senior Staff","1986-10-17","9999-01-01",NULL
488881,"Aran","Puppo","Engineer","1998-03-28","9999-01-01",NULL
488882,"Kwangsub","Khalil","Engineer","1986-05-26","1993-05-26",NULL
488882,"Kwangsub","Khalil","Senior Engineer","1993-05-26","9999-01-01",NULL
488887,"Szabolcs","Iwayama","Senior Staff","1996-02-04","9999-01-01",NULL
488887,"Szabolcs","Iwayama","Staff","1987-02-04","1996-02-04",NULL
488894,"Boriana","Champarnaud","Engineer","1985-02-11","1994-02-11",NULL
488894,"Boriana","Champarnaud","Senior Engineer","1994-02-11","9999-01-01",NULL
488907,"Reinhold","Kitai","Engineer","1987-04-24","1993-04-23",NULL
488907,"Reinhold","Kitai","Senior Engineer","1993-04-23","9999-01-01",NULL
488910,"Moto","Slutz","Engineer","1985-03-13","1994-03-13",NULL
488910,"Moto","Slutz","Senior Engineer","1994-03-13","9999-01-01",NULL
488928,"Adel","Bazelow","Senior Staff","1995-01-26","9999-01-01",NULL
488928,"Adel","Bazelow","Staff","1988-01-26","1995-01-26",NULL
488940,"Zhongwei","Beutelspacher","Senior Staff","1994-06-06","9999-01-01",NULL
488940,"Zhongwei","Beutelspacher","Staff","1988-06-06","1994-06-06",NULL
488941,"Wayne","Zeidenstein","Senior Staff","2002-07-09","9999-01-01",NULL
488941,"Wayne","Zeidenstein","Staff","1993-07-09","2002-07-09",NULL
488963,"Conrado","Weisert","Senior Staff","1997-01-30","9999-01-01",NULL
488963,"Conrado","Weisert","Staff","1988-01-31","1997-01-30",NULL
488969,"Remko","Benzmuller","Staff","2000-01-27","9999-01-01",NULL
488980,"Vishwani","Reeker","Engineer","1990-05-26","1995-05-25",NULL
488980,"Vishwani","Reeker","Senior Engineer","1995-05-25","9999-01-01",NULL
488988,"Izaskun","Puppe","Senior Staff","1990-07-14","9999-01-01",NULL
488988,"Izaskun","Puppe","Staff","1985-07-14","1990-07-14",NULL
488995,"Moon","Morris","Engineer","1985-02-13","1994-02-13",NULL
488995,"Moon","Morris","Senior Engineer","1994-02-13","9999-01-01",NULL
488998,"Kendra","Hennings","Engineer","1989-03-10","1995-03-10",NULL
488998,"Kendra","Hennings","Senior Engineer","1995-03-10","9999-01-01",NULL
489005,"Gilbert","Onuegbe","Senior Staff","2000-07-03","9999-01-01",NULL
489005,"Gilbert","Onuegbe","Staff","1993-07-03","2000-07-03",NULL
489010,"Youngkon","Skrikant","Technique Leader","1986-01-08","9999-01-01",NULL
489015,"Boriana","Benzmuller","Engineer","1989-04-03","1995-04-03",NULL
489015,"Boriana","Benzmuller","Senior Engineer","1995-04-03","9999-01-01",NULL
489040,"Xiping","Lueh","Senior Engineer","1994-07-09","9999-01-01",NULL
489050,"Jeanna","Pramanik","Engineer","1986-08-12","1994-08-12",NULL
489050,"Jeanna","Pramanik","Senior Engineer","1994-08-12","9999-01-01",NULL
489054,"Edwin","Giveon","Engineer","1988-08-27","1996-08-27",NULL
489054,"Edwin","Giveon","Senior Engineer","1996-08-27","9999-01-01",NULL
489060,"Kazuhito","Sevcikova","Engineer","1990-02-28","1995-02-28",NULL
489060,"Kazuhito","Sevcikova","Senior Engineer","1995-02-28","9999-01-01",NULL
489063,"Jianhui","Penn","Senior Staff","1999-01-06","9999-01-01",NULL
489063,"Jianhui","Penn","Staff","1994-01-06","1999-01-06",NULL
489088,"Basem","Perz","Senior Staff","1994-10-31","9999-01-01",NULL
489088,"Basem","Perz","Staff","1986-10-31","1994-10-31",NULL
489117,"Constantijn","Gustavson","Engineer","1988-02-08","1996-02-08",NULL
489117,"Constantijn","Gustavson","Senior Engineer","1996-02-08","9999-01-01",NULL
489124,"Chandrasekaran","Uhrig","Engineer","2000-01-06","9999-01-01",NULL
489126,"Anestis","Macedo","Senior Staff","2001-05-21","9999-01-01",NULL
489126,"Anestis","Macedo","Staff","1994-05-21","2001-05-21",NULL
489128,"Nishit","Gluchowski","Senior Staff","2001-03-02","9999-01-01",NULL
489128,"Nishit","Gluchowski","Staff","1994-03-02","2001-03-02",NULL
489130,"Guadalupe","Ligten","Engineer","1992-06-08","2001-06-08",NULL
489130,"Guadalupe","Ligten","Senior Engineer","2001-06-08","9999-01-01",NULL
489151,"Percy","Hoogerwoord","Senior Engineer","1986-05-30","9999-01-01",NULL
489205,"Eran","Cunliffe","Staff","1998-02-21","9999-01-01",NULL
489215,"Conrado","Ritcey","Engineer","1999-08-28","9999-01-01",NULL
489221,"Dulce","Remmers","Senior Staff","1994-06-05","9999-01-01",NULL
489221,"Dulce","Remmers","Staff","1988-06-05","1994-06-05",NULL
489243,"Teiji","Lores","Senior Staff","1986-04-03","9999-01-01",NULL
489245,"Shrikanth","Steenbeek","Senior Engineer","1989-07-04","9999-01-01",NULL
489257,"Premal","Rissanen","Senior Staff","1994-12-09","9999-01-01",NULL
489257,"Premal","Rissanen","Staff","1986-12-09","1994-12-09",NULL
489269,"Gully","Fontan","Senior Engineer","1988-04-01","9999-01-01",NULL
489280,"Kristen","Fraisse","Staff","1999-10-28","9999-01-01",NULL
489318,"Uta","Stellhorn","Engineer","1985-05-13","1992-05-13",NULL
489318,"Uta","Stellhorn","Senior Engineer","1992-05-13","9999-01-01",NULL
489321,"Greger","Curless","Senior Staff","1995-09-02","9999-01-01",NULL
489321,"Greger","Curless","Staff","1987-09-02","1995-09-02",NULL
489325,"Qiwen","Furudate","Senior Staff","1996-08-26","9999-01-01",NULL
489325,"Qiwen","Furudate","Staff","1987-08-27","1996-08-26",NULL
489340,"Fuqing","Setlzner","Senior Staff","2001-05-13","9999-01-01",NULL
489340,"Fuqing","Setlzner","Staff","1995-05-14","2001-05-13",NULL
489341,"Bernd","Schmezko","Engineer","1985-10-02","1991-10-02",NULL
489341,"Bernd","Schmezko","Senior Engineer","1991-10-02","9999-01-01",NULL
489349,"Foong","Schapire","Senior Staff","1995-10-25","9999-01-01",NULL
489349,"Foong","Schapire","Staff","1988-10-24","1995-10-25",NULL
489350,"Oscal","Belinskaya","Senior Staff","1993-05-21","9999-01-01",NULL
489350,"Oscal","Belinskaya","Staff","1985-05-21","1993-05-21",NULL
489352,"Mona","Coors","Senior Staff","1991-03-18","9999-01-01",NULL
489352,"Mona","Coors","Staff","1985-03-18","1991-03-18",NULL
489365,"Adhemar","Validov","Engineer","1986-06-05","1993-06-05",NULL
489365,"Adhemar","Validov","Senior Engineer","1993-06-05","9999-01-01",NULL
489367,"Waiman","Weiland","Senior Staff","1992-09-29","9999-01-01",NULL
489367,"Waiman","Weiland","Staff","1987-09-30","1992-09-29",NULL
489368,"Tianruo","Parascandalo","Technique Leader","1987-09-16","9999-01-01",NULL
489370,"Petter","Beausoleil","Staff","1999-10-20","9999-01-01",NULL
489381,"Elzbieta","VanScheik","Engineer","1996-03-25","2002-03-25",NULL
489381,"Elzbieta","VanScheik","Senior Engineer","2002-03-25","9999-01-01",NULL
489389,"Claude","Bonifati","Senior Engineer","1991-08-05","9999-01-01",NULL
489405,"Sarita","Heuter","Staff","1993-10-07","9999-01-01",NULL
489410,"Falguni","Ratnakar","Senior Staff","1991-05-02","9999-01-01",NULL
489410,"Falguni","Ratnakar","Staff","1985-05-02","1991-05-02",NULL
489437,"Yuriy","Chelton","Senior Staff","1990-03-19","9999-01-01",NULL
489437,"Yuriy","Chelton","Staff","1985-03-19","1990-03-19",NULL
489440,"Conor","Jonsson","Senior Staff","1996-10-23","9999-01-01",NULL
489440,"Conor","Jonsson","Staff","1987-10-24","1996-10-23",NULL
489452,"Hercules","Sethi","Senior Staff","1994-11-29","9999-01-01",NULL
489464,"Marsha","Chepyzhov","Engineer","1993-09-20","2000-09-20",NULL
489464,"Marsha","Chepyzhov","Senior Engineer","2000-09-20","9999-01-01",NULL
489466,"Kazunori","Gurbaxani","Senior Engineer","1985-08-25","9999-01-01",NULL
489467,"Fumino","Hofman","Engineer","1987-08-28","1994-08-28",NULL
489467,"Fumino","Hofman","Senior Engineer","1994-08-28","9999-01-01",NULL
489471,"Val","Jeong","Technique Leader","1999-01-02","9999-01-01",NULL
489499,"Fun","Nicolson","Engineer","1986-01-14","1991-01-14",NULL
489499,"Fun","Nicolson","Senior Engineer","1991-01-14","9999-01-01",NULL
489500,"Hideo","Bridgland","Senior Staff","1985-11-28","9999-01-01",NULL
489504,"Apostol","Kriebel","Staff","1998-09-21","9999-01-01",NULL
489516,"Jayesh","Erbe","Technique Leader","1987-02-16","9999-01-01",NULL
489518,"Alexius","Dulay","Engineer","1999-12-04","9999-01-01",NULL
489523,"Uriel","Sessa","Assistant Engineer","1988-11-18","1997-11-18",NULL
489523,"Uriel","Sessa","Engineer","1997-11-18","9999-01-01",NULL
489528,"Stamatina","Henseler","Senior Staff","2000-07-23","9999-01-01",NULL
489528,"Stamatina","Henseler","Staff","1994-07-24","2000-07-23",NULL
489536,"Rosalyn","Parveen","Engineer","1998-06-28","9999-01-01",NULL
489560,"Soenke","Vesel","Engineer","1987-04-25","1992-04-24",NULL
489560,"Soenke","Vesel","Senior Engineer","1992-04-24","9999-01-01",NULL
